Country,Population_Growth_Rate,Exports of goods and services_Growth_Rate,Gross capital formation_Growth_Rate,Final consumption expenditure_Growth_Rate,Government_Expenditure_Growth_Rate,GDP_Growth_Rate
C̫te d'Ivoire,2.153372995,18.80144663,45.00471626,13.35007883,13.25514878,19.08887667
C̫te d'Ivoire,2.140404019,8.168659638,-27.78516825,-0.525522317,-0.055146029,0.217085813
C̫te d'Ivoire,2.138916194,2.096004323,71.53441638,6.168127239,2.455406169,8.182593222
C̫te d'Ivoire,2.096927648,8.526092613,-66.41206041,9.014708804,-4.415127898,8.874200168
C̫te d'Ivoire,2.076704475,-4.056127725,350.2841744,9.614613344,18.90662811,10.1385257
C̫te d'Ivoire,2.083331062,-0.904305896,62.70289245,17.38918311,17.71080878,23.21098594
C̫te d'Ivoire,2.342252538,6.869017345,16.61598954,17.07559168,14.45324558,19.19663023
C̫te d'Ivoire,2.614357427,-9.90049521,3.449834523,0.276272081,-11.14472983,-1.022461219
C̫te d'Ivoire,2.614263554,-5.801582028,-2.997977507,7.665309763,11.60016961,4.771210293
C̫te d'Ivoire,5.287792136,11.33137378,18.00718978,25.678197,29.1371074,20.94635494
C̫te d'Ivoire,2.563596562,5.976411531,-4.589334566,-0.086260402,-0.352868709,0.911231328
C̫te d'Ivoire,2.540348807,-5.007171795,15.62614833,2.172351578,10.35464932,4.798414152
C̫te d'Ivoire,2.485693794,37.24318762,20.10898131,12.4633927,7.287947874,13.71873932
D.R. of the Congo,2.705828701,1.261829663,11.94539247,14.77104874,,10.325477
D.R. of the Congo,2.705828701,1.261829663,11.94539247,14.77104874,-7.024793378,10.325477
D.R. of the Congo,2.728744603,48.5981308,14.32926831,22.13642214,17.77777777,27.46693794
D.R. of the Congo,5.485559424,-7.337526195,38.66666666,49.63119072,44.90566043,30.08778931
D.R. of the Congo,2.612711778,12.59729079,-23.38519794,0.022311212,-22.27043234,-5.764315733
D.R. of the Congo,2.542581244,11.53890089,89.98906583,26.63980955,28.55729367,27.95187168
D.R. of the Congo,3.12815586,11.52062608,-32.30557116,33.13782239,18.38221354,41.93892046
D.R. of the Congo,3.547900632,9.060850174,4.665927331,-12.17631635,0.638046854,-1.99736079
D.R. of the Congo,3.11135184,37.37028487,21.21015041,-4.739520228,-8.388700692,-4.47392036
D.R. of the Congo,2.804694323,-12.60862176,-10.89033181,-5.679235298,-2.87973729,-11.60070557
D.R. of the Congo,2.773115368,-8.573004922,-4.267473401,-9.755220466,8.223089299,-0.271102137
D.R. of the Congo,2.785179845,4.199917917,-31.58019385,-11.96876452,-34.925522,-15.20280588
D.R. of the Congo,3.015589459,17.12744112,-8.970181376,-61.27081761,-38.32775775,-39.8369918
D.R. of the Congo,3.079663848,0.260831292,7.131421196,28.40284434,-17.24074145,6.97582133
D.R. of the Congo,3.003504767,-1.732924524,22.65208054,30.40789669,88.27167439,15.54043741
D.R. of the Congo,3.112491384,-63.90801858,-61.36964907,12.79543688,-55.36836965,-14.74149677
D.R. of the Congo,3.171496074,12.33676136,16.60750424,13.40114494,46.88909347,14.4624797
D.R. of the Congo,6.629586823,93.02880423,2.338527388,79.19801576,54.57547902,77.19313733
D.R. of the Congo,3.354691558,-32.2315332,-36.99530293,6.176360594,69.42116703,-5.621012804
D.R. of the Congo,3.05819532,-24.67265597,13.71934674,-14.5210505,-1.299169161,-8.306127063
D.R. of the Congo,3.257153719,-9.776513821,-66.98077203,34.40644493,-6.309958329,30.48281246
D.R. of the Congo,4.878978831,8.294276417,145.3828879,-49.53073887,-84.64879177,-45.76998175
D.R. of the Congo,4.272997304,22.34503984,15.31443379,-6.615213278,9.431304004,-2.813549157
D.R. of the Congo,1.924229593,7.797108807,204.0659471,-13.64861114,29.13959518,2.334185682
D.R. of the Congo,10.19433275,-65.24047477,-52.79779021,12.73670741,-69.77577118,-8.913818349
D.R. of the Congo,3.065513992,4.814167316,-53.50063519,5.329488974,84.89454837,0.105104307
D.R. of the Congo,3.104206293,36.67528105,15.95864632,0.314450377,61.7455377,4.551280206
D.R. of the Congo,2.987816729,56.82514351,31.16566143,9.1481824,-13.85704422,2.401763275
D.R. of the Congo,3.025934901,9.114540513,47.50965003,9.385362318,45.71099688,15.21481152
D.R. of the Congo,3.164500213,17.2903019,12.2362165,20.02533799,29.04542524,16.18901701
D.R. of the Congo,3.238505749,14.23935831,50.18943297,14.75354577,62.4526232,20.78891323
D.R. of the Congo,3.267795024,108.5198243,8.420374069,13.71768584,7.130255564,15.81284676
D.R. of the Congo,3.251485808,18.09678312,-6.383318381,27.02971129,-2.019634928,18.23171007
D.R. of the Congo,3.245810375,-35.25374826,26.3962348,-5.864877908,47.46489516,-5.761832619
D.R. of the Congo,3.30016702,77.30750577,128.569666,-2.677554212,-0.127409526,15.64402833
D.R. of the Congo,3.408599418,15.16795726,3.62743159,22.11876874,33.37381037,19.81835387
D.R. of the Congo,3.413627491,-11.59142537,-34.71490706,28.96442786,36.33726038,13.41557434
D.R. of the Congo,3.467922348,31.90676723,69.94545461,-0.199954199,7.995956333,11.48367699
D.R. of the Congo,3.506079858,11.07370148,16.85869662,8.674289439,2.368436436,9.908715304
D.R. of the Congo,3.447485669,-20.51365049,-11.03875797,8.83779433,30.4918386,5.593645145
D.R. of the Congo,3.526801665,-15.37888147,-4.438246741,13.30188916,-23.55491593,6.3818094
D.R. of the Congo,3.502716172,50.64929639,10.409827,-13.71299131,-50.4381216,-6.681244696
D.R. of the Congo,3.326973313,20.00260636,25.1923293,24.89829642,42.48625779,25.24685867
D.R. of the Congo,3.237594023,-5.654894087,22.34562426,-5.672084009,11.59099631,0.36827291
D.R. of the Congo,3.277028045,-24.98068338,-19.24232885,5.329212796,11.8801702,-4.251887784
D.R. of the Congo,3.27501387,90.20925405,19.17242667,5.3064714,16.60138291,16.64676664
Denmark,0.597638769,19.82954092,25.462224,17.8697175,,21.7272018
Denmark,0.597638769,19.82954092,25.462224,17.8697175,22.08446704,21.7272018
Denmark,0.552149555,40.12331394,36.38462289,33.45109045,29.4881094,32.27482452
Denmark,0.498983644,21.82331879,8.732991063,14.23520958,19.6996618,11.16091179
Denmark,0.489314449,13.51368903,-1.153017616,21.70237916,23.23967483,18.48428392
Denmark,0.406666162,5.885923562,24.55475913,11.01494817,7.885450887,10.13211661
Denmark,0.311610698,12.15873534,7.255460439,11.74659635,10.32554233,11.68506284
Denmark,0.2812979,17.23112516,14.93429093,21.12564859,24.61909822,21.24811981
Denmark,0.205287604,24.28970505,16.48639645,16.84271721,18.70710044,16.57339382
Denmark,0.116692952,12.38668519,-12.00901533,2.434661439,6.585829491,1.080344126
Denmark,0.031002507,-3.440341813,-26.45077036,-11.64552382,-9.674592185,-13.00335873
Denmark,-0.011371214,-2.915238836,4.848678937,-3.277493126,-0.870960928,-2.368464542
Denmark,-0.040301202,0.517895918,0.895045641,-1.346802081,-2.183659221,0.384514288
Denmark,-0.058895481,-1.530994983,9.341071485,-4.63162889,-9.227944128,-2.538638232
Denmark,-0.036357857,6.416210872,13.7149336,5.200009492,3.731198836,6.011870487
Denmark,-0.001621267,24.62610062,51.28599262,39.27390038,34.5192326,40.56941287
Denmark,0.04182156,21.93326083,15.01641517,23.4247584,28.27167768,23.75274993
Denmark,0.089758684,11.9790199,0.984278184,4.974641864,7.359561305,6.422018349
Denmark,0.152610938,2.501467027,-1.490974561,-3.473764062,-4.060892636,-3.448275862
Denmark,0.208280986,26.46946068,19.95892935,21.17719909,20.69465353,23.21428571
Denmark,0.266336328,4.188892975,-5.039401534,0.980392157,2.145602336,0.724637681
Denmark,0.332355949,7.710236651,6.068662678,9.708737864,9.446987545,10.07194245
Denmark,0.353707075,-7.340146878,-14.07812749,-4.424778761,-1.946150389,-6.535947712
Denmark,0.385557711,9.908694627,17.5702812,9.259259259,5.190933928,9.090909091
Denmark,0.410391653,17.6993988,30.81420219,16.94915254,16.76129891,18.58974359
Denmark,0.397501756,2.680589557,-1.634009049,0.724637681,1.64389165,1.621621622
Denmark,0.406677541,-5.77643846,1.699635874,-7.913669065,-9.300432225,-7.446808511
Denmark,0.409483339,0.433010227,4.731771115,2.34375,4.103133777,1.724137931
Denmark,0.393697518,6.395262579,-7.294506692,-0.763358779,1.536775324,0.564971751
Denmark,0.391006971,5.132635611,-1.29367279,-10.76923077,-9.621340053,-7.865168539
Denmark,0.376227261,1.968813503,-1.978309442,0.862068966,2.282768207,0.609756098
Denmark,0.334822678,8.757688479,6.006159472,9.401709402,10.82568552,8.484848485
Denmark,0.328295124,17.10606031,19.68089441,23.4375,22.92044937,21.7877095
Denmark,0.35637018,15.05046468,19.49794606,15.82278481,14.77899488,15.13761468
Denmark,0.382728665,13.63636364,7.706706779,4.371584699,3.371819772,5.179282869
Denmark,0.396426769,15.2,17.04065572,6.282722513,5.675940808,7.196969697
Denmark,0.400486344,13.88888889,17.46795563,12.80788177,13.54307266,12.72084806
Denmark,0.420258546,16.46341463,4.962186676,11.79039301,14.09174749,10.65830721
Denmark,0.430711838,-20.94240838,-27.64585749,-4.296875,1.176020529,-9.065155807
Denmark,0.441458643,7.947019868,-5.081668225,-1.632653061,-1.808100068,0.31152648
Denmark,0.453390103,13.49693252,13.04606017,6.22406639,3.707066071,6.832298137
Denmark,0.44732655,-3.243243243,-3.211761665,-4.6875,-5.233120295,-4.941860465
Denmark,0.436103889,5.027932961,6.234590515,3.68852459,3.183078961,5.198776758
Denmark,0.449178145,2.659574468,4.826710362,1.581027668,1.862225649,2.61627907
Denmark,0.480351563,-12.95336788,-11.94996604,-14.39688716,-15.30766849,-14.16430595
Denmark,0.511835931,-0.595238095,9.187474611,1.818181818,1.010329339,3.300330033
Denmark,0.533165629,9.580838323,7.422216697,4.910714286,4.122933843,6.07028754
Denmark,0.512472452,10.38251366,10.10434945,8.085106383,6.841327626,7.530120482
Denmark,0.506217956,0.495049505,-6.104522871,-3.149606299,-3.487241176,-3.081232493
Denmark,0.513520126,-3.9408867,6.317432883,2.43902439,5.206717905,2.601156069
Denmark,0.490915935,22.05128205,13.64122413,10.31746032,10.01976367,12.11267606
Djibouti,8.896466051,5.998166425,-2.041075379,2.563682415,,2.048441391
Djibouti,8.896466051,5.998166425,-2.041075379,2.563682415,-0.953974249,2.048441391
Djibouti,-0.847067958,-48.93327627,2.183660884,13.63003541,23.91125495,3.285159601
Djibouti,-1.920099102,15.67667862,-1.280656288,-8.162336196,-5.420175708,0.118823765
Djibouti,2.003497859,-7.804005696,1.441002985,1.237276732,9.502435915,5.955145525
Djibouti,0.985120542,-6.942005626,-23.4718408,0.06160419,-7.575709352,-0.243849617
Djibouti,2.387157948,0.202759591,-4.096348535,-2.360492044,-7.47207069,-2.582359777
Djibouti,3.589084913,3.605474704,16.30378509,-5.236079582,2.231186062,-1.070684161
Djibouti,4.063277757,4.024424259,9.919336244,3.756512213,-15.34181866,1.343016116
Djibouti,3.518534508,-4.337233074,-20.31205995,8.013339687,13.48102919,5.48893519
Djibouti,3.150252095,-3.915008799,17.0274806,5.017854048,0.493735954,4.055982592
Djibouti,3.161180163,9.888413627,-10.57375072,-1.089466074,-7.926721625,4.244700985
Djibouti,3.088087369,4.658377706,14.65417806,-2.141163534,6.190383261,3.592464244
Djibouti,2.190009491,12.03023041,35.16685476,3.62301781,7.517585199,5.628320232
Djibouti,1.483362702,-1.423984166,13.28413367,9.249107546,4.465641191,6.527547832
Djibouti,1.525954546,14.20016066,10.58175323,6.869287241,-4.266277857,6.73588818
Djibouti,1.936063914,7.913333121,51.12984827,5.563327157,-0.03539686,8.468385396
Djibouti,2.154680281,2.27393157,30.53304361,12.45950706,2.321019894,10.31375366
Djibouti,2.044623415,14.31838619,18.63297889,15.12327189,23.4259306,15.12943533
Djibouti,2.063346797,49.38284309,45.51014887,2.118772535,7.34410769,12.0575524
Djibouti,2.008205499,51.55718174,27.18096328,12.34106117,21.47232216,13.6886035
Djibouti,1.91601601,55.83457737,16.58830349,26.15561132,11.06972493,16.897235
Djibouti,1.86654512,56.36132144,33.65764135,12.94391588,14.87367085,17.29236497
Djibouti,1.829199924,59.70419934,36.42062072,12.14766562,10.61179274,19.79998037
Djibouti,1.783786621,9.684645656,-69.97958447,10.80034893,5.227072284,8.487457181
Djibouti,1.736146567,-1.985414094,-14.81333332,11.8294597,14.15736632,10.3458238
Djibouti,1.689624639,-23.79843296,142.5852655,10.27253909,19.96153401,7.078481508
Djibouti,1.658618867,55.26381984,21.62445822,6.716718268,3.873426523,5.662606289
Djibouti,1.630884619,10.49999998,-34.79237221,2.045500381,-0.519978776,5.656016728
Djibouti,1.588727939,5.800000012,72.44479413,9.13978179,9.15525712,8.311198364
Djibouti,1.50485012,8.499999991,2.795818061,8.665736573,9.743727292,8.120735002
Djibouti,1.41273359,8.699388378,4.000373349,8.48803832,9.357429335,8.11931596
Dominica,0.633731816,18.04641095,-17.3502683,6.701923794,,7.497472336
Dominica,0.633731816,18.04641095,-17.3502683,6.701923794,1.284985693,7.497472336
Dominica,0.664090454,25.13980594,-19.66138322,14.01785947,7.828337657,14.87433836
Dominica,0.693832286,17.13606736,-22.06046242,40.80845497,-17.01847488,26.05177925
Dominica,2.747733755,-13.73911398,170.9953799,73.92202056,131.6598256,37.25463483
Dominica,0.288588391,4.776122843,92.87071808,26.33322644,7.426600008,32.3258156
Dominica,-4.114938749,394.1025615,110.2883187,103.8746436,99.15019972,154.2961784
Dominica,-0.705966417,30.31770747,7.927579845,-2.466703491,5.939337575,8.800288297
Dominica,-0.48934241,-1.650368886,7.301844915,15.5006981,4.147617694,9.101606849
Dominica,-0.365918919,92.36098602,13.48908758,135.4428189,145.8496849,121.1456787
Dominica,-0.100162583,22.16661228,-6.124528881,-4.866399483,10.39127399,2.530883486
Dominica,0.80210407,40.99663018,15.24641816,5.662880035,7.639044542,4.397205272
Dominican Republic,2.71661564,40.58863771,31.6196238,9.515359384,,19.25592547
Dominican Republic,2.71661564,40.58863771,31.6196238,9.515359384,5.085748221,19.25592547
Dominican Republic,2.674863978,24.87828622,32.26959398,15.54715811,8.947664498,17.98329474
Dominican Republic,2.626142943,42.20272909,31.8471338,29.06536855,50.56818151,24.773968
Dominican Republic,2.568422093,38.32762177,29.13189879,12.44763453,-23.80789007,23.01671403
Dominican Republic,2.523571646,-16.7178674,-0.045346329,19.60202772,-31.60738431,9.791336717
Dominican Republic,2.478474087,9.22179909,13.36055346,16.77301035,24.68729489,16.085031
Dominican Republic,2.429957164,-9.794095183,13.07653836,3.733806669,43.13621951,3.211179168
Dominican Republic,2.373257261,37.06521736,23.35869754,12.92079128,54.77683505,16.14565731
Dominican Republic,2.309618576,12.01868011,19.44484288,26.09646278,20.11439469,20.58449116
Dominican Republic,2.248931513,18.98057104,3.062511278,3.915191528,37.49999993,9.594763755
Dominican Republic,2.204411576,-24.51408171,-7.329720909,15.56978597,12.46753248,9.598315653
Dominican Republic,2.198411665,8.758101275,14.22823015,5.649974669,0.885296379,8.271809551
Dominican Republic,2.194344006,204.4048958,21.22963441,22.20739499,10.74653428,20.08651073
Dominican Republic,2.160008812,-65.25998507,-59.17158641,-55.92891629,-58.97005406,-56.65052433
Dominican Republic,2.127318435,5.95198588,36.96009802,15.65264729,24.98967879,21.03891275
Dominican Republic,2.111506524,9.294767944,14.8200694,-7.493681588,-29.81820313,-6.4815555
Dominican Republic,2.114043319,18.33873359,-6.026346654,-16.70640768,-6.929234517,-8.713712832
Dominican Republic,2.133766215,15.24573925,37.73981333,53.3222055,-1.371077291,44.15527101
Dominican Republic,2.134244924,-4.399412265,-14.14325567,21.42041745,-5.899797591,13.79134983
Dominican Republic,2.095636361,-2.368771645,-14.6783728,7.899972311,18.56330181,3.620373056
Dominican Republic,2.046300823,7.168172921,25.34769236,19.57671531,37.04073483,15.97342059
Dominican Republic,2.002520418,12.45071931,15.79861386,11.00318573,30.34875341,13.46682813
Dominican Republic,1.951670483,8.475750615,12.87290661,7.138926666,17.02064969,8.572963774
Dominican Republic,1.887885111,8.836086509,3.153652124,11.90984512,8.566005056,11.7036798
Dominican Republic,1.811505393,7.406505974,8.478896939,7.698803407,16.18809844,8.453308336
Dominican Republic,1.719378447,16.1822983,26.82226375,13.50859582,57.00668758,15.07537981
Dominican Republic,1.62023029,3.451779152,34.88050235,2.997957678,9.969235568,6.202873825
Dominican Republic,1.560565488,6.792234879,1.173448576,4.750537447,12.78625058,4.743104147
Dominican Republic,1.53859524,11.21369134,12.74727606,11.23304384,21.22000806,9.594812558
Dominican Republic,1.501605648,-5.48157641,0.977381489,4.616355747,14.98036975,5.209571474
Dominican Republic,1.454151786,-1.951404548,2.479085887,2.229545957,6.48526486,1.771562101
Dominican Republic,1.418414638,9.038905171,-42.77706993,-20.11346075,-31.1629183,-20.52493118
Dominican Republic,1.382029657,6.442477503,15.88756679,5.930070859,-4.197709255,9.043613959
Dominican Republic,1.345120996,9.970869577,91.81973434,63.36253757,70.27071789,59.71909646
Dominican Republic,1.302815303,6.420646798,16.10830946,7.049615687,16.03347102,6.821151142
Dominican Republic,1.271390177,9.43496209,21.52295006,14.96047932,20.54020539,15.41701297
Dominican Republic,1.284187987,-2.758208456,15.27675623,13.59094579,19.28880542,8.855801654
Dominican Republic,1.313805347,-11.26648841,-20.8029969,2.58383375,7.375975348,0.867097694
Dominican Republic,1.323519824,19.23422905,23.75083941,9.663390041,2.544159458,10.58537224
Dominican Republic,1.309177654,15.99805578,3.169777457,10.45517049,2.123047631,8.750397101
Dominican Republic,1.283808324,6.642704355,1.861256168,4.111332453,11.27200573,4.92396351
Dominican Republic,1.257805645,5.757553685,-3.380802508,1.718836306,9.178031903,3.30354654
Dominican Republic,1.231302275,7.12789719,9.031389397,5.21703944,7.430571128,7.195058903
Dominican Republic,1.203225212,0.078779417,7.441189747,4.803179203,4.085660678,5.932359047
Dominican Republic,1.170113067,7.024266408,4.230390927,5.824697589,6.50684402,6.362689674
Dominican Republic,1.136556204,4.697706053,3.40023219,5.170991821,12.22697294,5.702298206
Dominican Republic,1.110963551,6.35655508,22.76521693,5.3085316,6.176556437,6.946850193
Dominican Republic,1.080773443,1.829408231,4.795156181,3.5789721,5.957761427,3.957648465
Dominican Republic,1.082367921,-29.695468,-13.4719506,-7.472652626,1.124166512,-11.35210299
Dominican Republic,1.074660099,42.11602604,47.64721958,13.07889575,8.535089437,19.53051921
Ecuador,2.876517255,35.65685211,20.09039632,10.39481427,,15.67655926
Ecuador,2.876517255,35.65685211,20.09039632,10.39481427,25.38906977,15.67655926
Ecuador,2.85925282,76.00404935,7.821347497,19.65611933,43.06386512,22.15226443
Ecuador,2.837312957,114.8509712,103.5892317,54.83758958,151.6489999,69.57024492
Ecuador,2.816662357,-16.87894999,-2.182174103,35.57449362,52.96292935,17.15977148
Ecuador,2.794384745,17.33518311,20.34178229,15.03114878,13.39243779,17.59316902
Ecuador,2.769801936,23.29739118,41.05487662,15.96848332,25.61228038,21.27626914
Ecuador,2.744934002,-2.291415055,17.45928064,7.962216851,2.26630198,8.127402616
Ecuador,2.719819394,44.52684841,1.830926428,19.2784355,13.2316043,18.8942204
Ecuador,2.69302959,20.79287175,40.48387107,22.68839532,22.49287259,26.14677439
Ecuador,2.66422234,3.97666188,24.14400303,21.16311186,5.845245895,21.97382378
Ecuador,2.63396963,-8.382213023,-22.99390824,-0.711057206,-0.212349505,-8.623784834
Ecuador,2.604411937,-8.63250214,-18.28062765,-16.31061945,-23.60010252,-13.93572888
Ecuador,2.581960881,10.11403215,-10.3888498,-0.859373761,3.801329529,-1.399027931
Ecuador,2.56380958,14.84921432,2.315400708,-1.305170171,-7.596702989,1.398842243
Ecuador,2.547839596,-29.08492189,11.05646318,-9.684738939,-5.544169268,-10.69998531
Ecuador,2.521365432,-10.47174299,-1.833249853,-5.089539288,-10.88183166,-8.937568479
Ecuador,2.470990945,15.76182161,-3.819624453,-9.906612794,-0.316061235,-6.407441071
Ecuador,2.411254883,13.57971762,10.42155722,4.959495816,-10.53835303,6.427746303
Ecuador,2.347185678,23.12852411,-2.514323848,6.219248805,-1.350210926,9.707479813
Ecuador,2.262638164,15.93358026,2.091451004,12.67715542,2.746401229,11.47630711
Ecuador,2.133043691,8.57420259,9.526178183,3.792470547,-6.639962562,6.508523743
Ecuador,2.00295541,-13.10531722,-2.686001664,16.21947803,11.67148273,4.667116869
Ecuador,1.929635316,21.36617981,21.09414534,19.77411941,23.89590125,19.90607868
Ecuador,1.88612587,12.93574264,0.205467841,9.668724438,10.11549328,7.592742561
Ecuador,1.846945639,8.031945959,-3.454746,0.303579044,0.133213558,3.247708048
Ecuador,1.805630654,7.936485042,22.30323631,12.33498948,15.6804546,11.6372555
Ecuador,1.767249441,-17.44808546,17.39731055,1.766644614,-2.194267931,-0.639712161
Ecuador,1.740642162,3.504093922,-42.57056573,-35.50067183,-25.52381499,-29.7929205
Ecuador,1.727845675,13.63040027,1.137141726,-10.21244271,-25.86964124,-6.706487501
Ecuador,1.734557309,-3.450928285,40.29049524,48.05967729,34.978533,33.57092062
Ecuador,1.752268359,7.983310036,23.74165512,17.72938819,21.41275331,16.67715778
Ecuador,1.764072355,19.45063484,-6.108179386,13.28271944,23.78896339,13.60440465
Ecuador,1.754798671,22.58790633,16.33285338,11.3207749,14.61764438,12.82280418
Ecuador,1.739387361,27.58706773,21.50920452,10.4618047,11.6978753,13.43318086
Ecuador,1.736011559,23.84088837,17.04413685,8.995808094,11.53689927,12.75675948
Ecuador,1.732978392,14.73029372,10.17514659,8.182102327,12.3401445,8.986216499
Ecuador,1.718810244,29.54796216,40.72445513,16.82135933,31.08206025,21.08474165
Ecuador,1.696712729,-25.18772188,-1.644608231,4.849014365,17.44250689,1.225742716
Ecuador,1.674170234,22.9117776,21.65912187,11.99845203,6.989544095,11.253545
Ecuador,1.655436091,27.15849281,14.40353479,10.44334976,9.91278029,13.97634348
Ecuador,1.615431119,7.500135073,9.542685448,10.190424,16.20809726,10.90848121
Ecuador,1.54422505,2.719356122,10.80737296,8.542734147,13.61439212,8.194657228
Ecuador,1.494658554,4.744675667,6.361096304,6.105565966,9.154481352,7.222080971
Ecuador,1.490839011,-26.03280502,-7.373531845,1.024457687,-1.484065652,-2.656489216
Ecuador,1.504596657,-7.650077089,-6.431739547,-1.105632815,1.880809608,0.651941299
Ecuador,1.565483557,11.46652334,9.797319059,4.281216277,4.114822951,4.064836556
Ecuador,1.908900216,11.90313298,4.96624804,3.033535605,4.158603239,3.846153846
Ecuador,1.928034344,2.480372256,-2.655385826,0.060606129,-1.552301094,0
Ecuador,1.411777391,-12.89935828,-21.84171606,-6.246621036,4.217911864,-8.063774074
Ecuador,1.189077354,28.10730471,8.393469818,8.404208444,-0.11353511,6.756773143
Egypt,2.179096849,2.236227729,5.89660534,7.197383874,,6.926928112
Egypt,2.179096849,2.236227729,5.89660534,7.197383874,12.7466314,6.926928112
Egypt,2.174487476,9.206080505,15.95808802,3.399400371,6.76466384,3.928199197
Egypt,2.180983501,20.39334162,52.15816655,11.90572093,9.510224227,18.19177337
Egypt,2.22831971,67.28280971,38.84356659,14.45347527,14.65366864,11.8556571
Egypt,2.252618555,6.530386743,77.69302139,12.33257519,20.29893489,18.1161215
Egypt,2.341307043,19.3859558,9.577677219,24.55568053,16.9109441,27.78942552
Egypt,2.462654294,53.99652471,26.99454715,19.45633523,7.980145107,22.45174955
Egypt,2.539459902,-38.65928898,-28.8334004,-31.5023387,-39.36209256,-33.35779603
Egypt,2.617953673,72.15938296,40.80356266,28.11169655,11.05617738,28.83984674
Egypt,2.630982837,-21.88646369,-40.30271421,-33.5592543,-31.51205402,-32.97005059
Egypt,2.6482969,4.779232996,18.76709612,16.7941858,24.88290735,16.69752992
Egypt,2.744749699,10.23468441,11.72501002,20.9907455,16.71694715,20.19433453
Egypt,2.793401524,0.147602458,9.223735601,19.39654099,19.62251786,14.17534583
Egypt,2.792726658,-1.879680294,6.886940008,9.450888724,5.288110854,10.12756924
Egypt,2.774950749,-17.80620365,-7.530335451,4.908273808,-0.242146072,4.047520668
Egypt,2.755517609,-12.40854517,41.60871623,2.322594862,-14.62931377,10.52799308
Egypt,2.757552286,52.93554671,29.65894693,11.93236489,7.983217493,9.015119086
Egypt,2.702465923,20.34757302,0.1325235,10.8728562,4.424021422,9.964248474
Egypt,2.597982783,25.98075296,3.966394459,9.979386404,0.755465903,9.776821563
Egypt,2.440637998,39.28061059,-23.94384754,13.61738544,-1.234545944,8.903706687
Egypt,2.351280899,22.49075527,-2.957635628,21.399188,4.078457868,16.80904518
Egypt,2.322183571,-3.043805519,21.37503075,4.032792092,27.95962067,10.55038495
Egypt,2.270441594,-2.445345032,16.07849258,12.26656433,11.41606004,11.67130876
Egypt,2.215917533,16.21280898,13.61296203,16.52413886,19.19532371,16.32829997
Egypt,2.179140376,-8.301932844,27.5733937,8.578927288,3.644023891,12.47501912
Egypt,2.17879776,14.10416924,-10.54348654,15.50290769,12.26809792,10.28968582
Egypt,2.167789498,-5.751428758,18.40507035,9.25987214,8.169197746,6.83391207
Egypt,2.135808908,-1.869933224,-2.728149405,6.081999154,11.50601595,5.461870771
Egypt,2.093446194,27.11366689,-2.512254235,3.529390924,8.862313716,4.110203173
Egypt,2.077709843,1.694280542,-11.36255147,-6.219658663,0.97856825,-5.183021199
Egypt,2.113120055,-9.258602345,-1.541302829,-5.242747913,-1.225491287,-4.632285742
Egypt,2.109804668,-4.174463076,-9.230829505,-17.86304752,-18.76275631,-14.38401026
Egypt,2.052444468,41.31629124,-4.392069148,7.373140884,2.639442805,6.899588893
Egypt,2.00314033,29.67625145,29.21666632,20.34532759,19.29928846,19.28200156
Egypt,1.965670448,17.3432903,25.34285164,13.56417471,10.02365646,14.33856192
Egypt,1.970843983,15.25891733,32.37566918,23.20309496,29.58406107,22.22222222
Egypt,1.977685018,36.23262229,33.84819824,23.42342342,19.80196658,25
Egypt,1.975413306,-13.87323282,-2.235554834,19.7080292,18.85505318,13.93939394
Egypt,2.048335913,-2.325051658,16.11331684,12.19512195,12.3030912,14.36170213
Egypt,2.232191561,3.736750969,-5.631120386,9.239130435,10.45889627,7.441860465
Egypt,2.287355118,-4.588767828,12.14773891,26.3681592,16.83356516,19.91341991
Egypt,2.34272818,1.625754407,-13.19475726,-1.968503937,-0.533346156,-2.166064982
Egypt,2.371475732,-6.971494423,6.704035505,14.45783133,15.98580231,11.0701107
Egypt,2.229755393,-2.252386755,10.53850571,4.912280702,4.788355368,5.647840532
Egypt,2.108218286,-33.2756166,-10.43863677,-14.71571906,-17.35235901,-15.09433962
Egypt,2.009696341,10.40236979,-26.67427526,-24.70588235,-36.23259413,-27.77777778
Egypt,1.917075126,53.01876024,39.57247097,21.875,5.916033383,28.20512821
Egypt,1.810191008,17.58280853,38.94025173,22.22222222,16.54895057,26.8
Egypt,1.748235404,-12.32005457,-11.68620273,22.02797203,21.08723733,17.35015773
Egypt,1.672211194,-7.628768832,26.59224758,14.04011461,9.353408636,14.51612903
El Salvador,2.429847816,25.82513024,-3.318070177,6.110596804,,6.582251148
El Salvador,2.429847816,25.82513024,-3.318070177,6.110596804,11.63574742,6.582251148
El Salvador,2.436212336,19.09353706,49.26528061,13.33628858,13.68121904,15.61460174
El Salvador,2.400890959,28.05643311,46.46998963,19.97754212,22.92294409,18.36764373
El Salvador,2.326828812,15.80585104,11.09856261,12.11610562,16.7831196,13.53945962
El Salvador,2.211049927,37.02702699,12.91624609,24.25348038,36.92614817,27.42295672
El Salvador,2.155300476,34.8619329,50.0446827,15.09867467,17.34693876,25.6046267
El Salvador,2.11015625,-14.88117001,9.231685623,21.39553971,23.72670815,7.325240701
El Salvador,1.990534041,36.68384872,-15.15812434,7.545785963,13.75502001,11.89547582
El Salvador,1.713293425,-4.274041424,-23.97172242,8.292125502,10.06178275,3.601719522
